OBJECTID,ACCIDENT_NO,ACCIDENT_STATUS,ACCIDENT_DATE,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS_ALL,RMA,RMA_ALL,STAT_DIV_NAME,Year,ALCOHOL_RELATED
3475736,T20190004416,Finished,7/3/2019,No,Vehicle overturned (no collision),Wednesday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,143.82008,-37.55044,Non-Intersection,BALLARAT,WESTERN REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BALLARAT,WESTERN REGION,C,Arterial Other,"Arterial Other,Local Road",Country,2019,0
3475737,T20190004418,Finished,7/3/2019,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,144.98497,-37.88769,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475738,T20190004422,Finished,7/3/2019,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,No,T intersection,Other injury accident,60 km/hr,No,144.69523,-37.8789,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,WYNDHAM,METROPOLITAN NORTH WEST REGION,C,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475739,T20190004427,Finished,7/3/2019,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,144.31564,-37.57554,Intersection,MOORABOOL,WESTERN REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,SMALL_TOWNS,SMALL_TOWNS,MOORABOOL,WESTERN REGION,C,Arterial Other,"Arterial Other,Local Road",Country,2019,0
3475740,T20190004429,Finished,2/3/2019,Yes,Collision with a fixed object,Saturday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,145.76874,-37.51441,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,"MURRINDINDI,MURRINDINDI",NORTH EASTERN REGION,C,Arterial Other,Arterial Other,Country,2019,0
3475741,T20190003710,Finished,24/2/2019,No,Vehicle overturned (no collision),,OFF CARRIAGEWAY TO LEFT,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,145.50053,-37.91557,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,RURAL_VICTORIA,RURAL_VICTORIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,C,Arterial Other,Arterial Other,Metro,2019,0
3475742,T20190003713,Finished,26/2/2019,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,143.82856,-37.57368,Non-Intersection,BALLARAT,WESTERN REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BALLARAT,WESTERN REGION,,Local Road,Local Road,Country,2019,0
3475743,T20190003717,Finished,26/2/2019,No,Collision with vehicle,Monday,CUTTING IN (OVERTAKING),Yes,Day,No,Not at intersection,Other injury accident,100 km/hr,No,145.14404,-38.05066,Non-Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,M,Freeway,Freeway,Metro,2019,0
3475744,T20190003721,Finished,26/2/2019,No,Struck Pedestrian,Monday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,No,145.16405,-37.88942,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,Arterial Highway,Arterial Highway,Metro,2019,0
3475745,T20190003726,Finished,25/2/2019,No,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,145.19874,-37.99093,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,3,0,0,0,3,0,0,0,0,0,0,0,0,2,1,3,0,2,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,Arterial Highway,"Arterial Highway,Local Road",Metro,2019,0
3475746,T20190003732,Finished,26/2/2019,No,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,T intersection,Other injury accident,40 km/hr,No,144.92849,-37.6794,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3475747,T20190003737,Finished,26/2/2019,No,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,T intersection,Fatal accident,60 km/hr,No,144.34221,-38.11696,Intersection,GEELONG,SOUTH WESTERN REGION,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,Arterial Other,"Arterial Other,Local Road",Country,2019,0
3475748,T20190003740,Finished,26/2/2019,No,Collision with vehicle,Monday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),Yes,Day,Yes,Not at intersection,Serious injury accident,40 km/hr,No,144.96104,-37.80964,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3475749,T20190003744,Finished,26/2/2019,No,Collision with vehicle,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,T intersection,Other injury accident,50 km/hr,Yes,145.04945,-37.68929,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,MELB_URBAN,MELB_URBAN,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3475750,T20190003747,Finished,26/2/2019,No,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,144.94939,-37.80928,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,3,2,0,0,2,1,2,1,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475751,T20190003748,Finished,26/2/2019,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,145.14055,-37.91642,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,Arterial Highway,Arterial Highway,Metro,2019,0
3475752,T20190003753,Finished,26/2/2019,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,145.01935,-37.77171,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475753,T20190003754,Finished,26/2/2019,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,145.06093,-37.8846,Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,,Arterial Highway,"Arterial Highway,Local Road",Metro,2019,0
3475754,T20190004434,Finished,7/3/2019,No,Collision with vehicle,Wednesday,LEFT FAR (INTERSECTIONS ONLY),No,Dark Street lights on,No,Cross intersection,Other injury accident,50 km/hr,No,144.98023,-37.76735,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475755,T20190004436,Finished,7/3/2019,Yes,Struck Pedestrian,Wednesday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,Yes,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,No,147.99227,-37.87826,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,2,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,TOWNS,TOWNS,EAST GIPPSLAND,"EASTERN REGION,EASTERN REGION",,Local Road,Local Road,Country,2019,0
3475756,T20190004440,Finished,7/3/2019,Yes,Fall from or in moving vehicle,Wednesday,OFF CARRIAGEWAY TO LEFT,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,145.01938,-37.65972,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,MELB_URBAN,MELB_URBAN,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3475757,T20190004444,Finished,7/3/2019,Yes,Collision with vehicle,Thursday,LANE CHANGE RIGHT (NOT OVERTAKING),Yes,Day,Yes,T intersection,Serious injury accident,100 km/hr,No,144.81347,-37.82561,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,MELB_URBAN,MELB_URBAN,WYNDHAM,METROPOLITAN NORTH WEST REGION,M,Freeway,Freeway,Metro,2019,0
3475758,T20190004445,Finished,7/3/2019,Yes,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,60 km/hr,No,145.01156,-37.85431,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,3,1,0,1,0,2,2,1,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3475759,T20190004459,Finished,7/3/2019,Yes,Collision with vehicle,Wednesday,OTHER ADJACENT (INTERSECTIONS ONLY),No,Unk.,No,Cross intersection,Serious injury accident,Not known,No,145.11659,-38.02208,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475760,T20190004461,Finished,8/3/2019,No,Collision with vehicle,Friday,U TURN,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,145.02204,-37.91643,Non-Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3475761,T20190004463,Finished,8/3/2019,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,70 km/hr,No,144.35298,-38.14629,Intersection,GEELONG,SOUTH WESTERN REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,Arterial Highway,"Arterial Highway,Local Road",Country,2019,0
3475762,T20190004464,Finished,5/3/2019,Yes,Struck Pedestrian,Monday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,No,Dark No street lights,No,Not at intersection,Other injury accident,Not known,No,144.80357,-38.38355,Non-Intersection,MORNINGTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,MELB_URBAN,MELB_URBAN,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475763,T20190004466,Finished,7/3/2019,Yes,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Dark Street lights on,Yes,T intersection,Serious injury accident,60 km/hr,No,144.9976,-37.80029,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2,2,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,YARRA,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475764,T20190004468,Finished,8/3/2019,No,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,145.23518,-38.10007,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,M,Arterial Highway,Arterial Highway,Metro,2019,0
3475765,T20190004479,Finished,8/3/2019,No,Collision with vehicle,Thursday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,145.20217,-37.94333,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,M,Freeway,Freeway,Metro,2019,0
3475766,T20190004481,Finished,8/3/2019,No,Struck Pedestrian,Thursday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,No,Day,No,Not at intersection,Other injury accident,40 km/hr,No,146.55309,-38.20238,Non-Intersection,LATROBE,EASTERN REGION,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,SMALL_CITIES,SMALL_CITIES,LATROBE,"EASTERN REGION,EASTERN REGION",,Local Road,Local Road,Country,2019,0
3475767,T20190003755,Finished,26/2/2019,No,Collision with vehicle,Monday,LEFT TURN SIDESWIPE,No,Day,No,Cross intersection,Other injury accident,60 km/hr,No,144.3728,-38.15774,Intersection,GEELONG,SOUTH WESTERN REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,B,Arterial Highway,"Arterial Highway,Local Road",Country,2019,0
3475768,T20190003756,Finished,26/2/2019,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,145.07411,-37.98259,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,Arterial Highway,Arterial Highway,Metro,2019,0
3475769,T20190003758,Finished,26/2/2019,No,collision with some other object,Tuesday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,147.44852,-36.70877,Non-Intersection,TOWONG,NORTH EASTERN REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,TOWONG,NORTH EASTERN REGION,C,Arterial Other,Arterial Other,Country,2019,0
3475770,T20190003763,Finished,26/2/2019,No,Vehicle overturned (no collision),Monday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,T intersection,Other injury accident,40 km/hr,No,144.96578,-37.81125,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3475771,T20190003766,Finished,26/2/2019,No,Collision with vehicle,Tuesday,LEFT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,144.71309,-37.57449,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,SMALL_CITIES,SMALL_CITIES,HUME,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3475772,T20190003767,Finished,26/2/2019,Yes,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,No,145.01148,-37.77112,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,3,2,0,0,2,1,1,2,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3475773,T20190003768,Finished,26/2/2019,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,145.1738,-38.0136,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,3,2,0,0,2,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475774,T20190003774,Finished,26/2/2019,No,Collision with vehicle,Monday,RIGHT THROUGH,No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,60 km/hr,No,144.91342,-37.61643,Intersection,HUME,METROPOLITAN NORTH WEST REGION,3,3,0,0,3,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3475775,T20190003778,Finished,12/2/2019,No,Struck Pedestrian,Monday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,40 km/hr,No,145.22548,-37.99038,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475776,T20190003789,Finished,27/2/2019,No,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,Not at intersection,Other injury accident,40 km/hr,No,144.95841,-37.81901,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3475777,T20190003795,Finished,27/2/2019,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,Cross intersection,Serious injury accident,80 km/hr,No,145.06656,-37.68842,Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,2,2,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BANYULE,METROPOLITAN NORTH WEST REGION,,Arterial Highway,"Arterial Highway,Local Road",Metro,2019,0
3475778,T20190003796,Finished,26/2/2019,Yes,Collision with vehicle,Tuesday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,No,Cross intersection,Other injury accident,60 km/hr,No,144.97849,-37.82329,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,Freeway,"Freeway,Arterial Other,Arterial Highway",Metro,2019,0
3475779,T20190003799,Finished,27/2/2019,No,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,Yes,145.29005,-38.01424,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,,Arterial Highway,Arterial Highway,Metro,2019,0
3475780,T20190004488,Finished,8/3/2019,No,Collision with vehicle,Friday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,145.13373,-38.02515,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,"KINGSTON,DANDENONG",METROPOLITAN SOUTH EAST REGION,,Arterial Highway,Arterial Highway,Metro,2019,0
3475781,T20190004492,Finished,8/3/2019,No,Collision with vehicle,Thursday,U TURN,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,145.06751,-37.95396,Non-Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475782,T20190004493,Finished,8/3/2019,No,Collision with vehicle,Thursday,LEFT THROUGH,No,Day,No,T intersection,Other injury accident,70 km/hr,No,144.92916,-37.80309,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475783,T20190004501,Finished,8/3/2019,Yes,Collision with vehicle,Friday,RIGHT THROUGH,No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,144.91789,-37.70593,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475784,T20190004503,Finished,8/3/2019,Yes,Collision with vehicle,Friday,RIGHT THROUGH,No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,144.79752,-37.77104,Off Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,4,3,0,1,2,1,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,,,,Metro,2019,0
3475785,T20190004526,Finished,8/3/2019,Yes,No collision and no object struck,Thursday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Dark No street lights,Yes,Not at intersection,Other injury accident,100 km/hr,No,145.36385,-38.05593,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,3,0,1,1,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,M,Freeway,Freeway,Metro,2019,0
3475786,T20190004534,Finished,9/3/2019,No,Collision with vehicle,Friday,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,Yes,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,144.89255,-37.70179,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,3,2,0,0,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,M,Freeway,Freeway,Metro,2019,0
