OBJECTID,ACCIDENT_NO,ACCIDENT_STATUS,ACCIDENT_DATE,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS_ALL,RMA,RMA_ALL,STAT_DIV_NAME,Year,ALCOHOL_RELATED
3474576,T20190000819,Finished,14/1/2019,Yes,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,145.02909,-37.74818,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,Arterial Highway,Arterial Highway,Metro,2019,0
3474577,T20190000822,Finished,15/1/2019,Yes,Collision with a fixed object,Monday,OUT OF CONTROL (OVERTAKING),Yes,Dark Street lights unknown,Yes,T intersection,Serious injury accident,50 km/hr,Yes,144.81984,-37.80199,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3474578,T20190000824,Finished,14/1/2019,No,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,70 km/hr,Yes,144.77979,-37.7407,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3474579,T20190000827,Finished,15/1/2019,No,Collision with vehicle,Monday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,50 km/hr,No,145.05035,-37.92336,Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475415,T20190004655,Finished,11/3/2019,No,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,143.99876,-37.36367,Non-Intersection,HEPBURN,WESTERN REGION,2,2,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,HEPBURN,WESTERN REGION,,Local Road,Local Road,Country,2019,0
3475416,T20190004667,Finished,10/3/2019,Yes,Collision with vehicle,Sunday,RIGHT REAR.,No,Dusk/Dawn,Yes,T intersection,Serious injury accident,80 km/hr,No,144.70406,-37.92709,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,4,1,0,1,0,3,3,1,0,2,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WYNDHAM,METROPOLITAN NORTH WEST REGION,C,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475417,T20190004670,Finished,11/3/2019,Yes,Collision with vehicle,Sunday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,40 km/hr,No,144.96203,-37.81791,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,4,1,0,0,1,3,1,3,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3475418,T20190004678,Finished,11/3/2019,Yes,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,144.90333,-38.38825,Off Road,MORNINGTON,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,,,,Metro,2019,0
3475419,T20190004683,Finished,11/3/2019,Yes,Struck Pedestrian,Sunday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,No,Not at intersection,Other injury accident,40 km/hr,No,145.03764,-38.2182,Non-Intersection,MORNINGTON,METROPOLITAN SOUTH EAST REGION,5,1,0,0,1,4,2,3,0,0,1,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,C,Arterial Other,Arterial Other,Metro,2019,0
3475420,T20190004689,Finished,12/3/2019,No,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60 km/hr,No,145.22731,-37.80795,Non-Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MAROONDAH,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475421,T20190004691,Finished,11/3/2019,Yes,Struck Pedestrian,Sunday,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,146.31064,-36.37318,Intersection,WANGARATTA,NORTH EASTERN REGION,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,SMALL_CITIES,SMALL_CITIES,WANGARATTA,NORTH EASTERN REGION,C,Arterial Other,"Arterial Other,Local Road",Country,2019,0
3475422,T20190004692,Finished,12/3/2019,No,Fall from or in moving vehicle,Monday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Day,No,Not at intersection,Other injury accident,60 km/hr,No,144.31579,-36.7496,Intersection,BENDIGO,NORTHERN REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BENDIGO,NORTHERN REGION,C,Arterial Other,"Arterial Other,Local Road",Country,2019,0
3475423,T20190004695,Finished,9/3/2019,Yes,Struck Pedestrian,Friday,PED WALKING AGAINST TRAFFIC.,Yes,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.74393,-37.73311,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,3,2,0,0,2,1,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELTON,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3475424,T20190004696,Finished,9/3/2019,No,Collision with vehicle,Friday,RIGHT THROUGH,No,Day,No,T intersection,Other injury accident,80 km/hr,No,145.16429,-37.83388,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475425,T20190004698,Finished,12/3/2019,No,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,144.93664,-37.71651,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475426,T20190004705,Finished,26/2/2019,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,60 km/hr,No,145.27493,-37.91078,Non-Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KNOX,METROPOLITAN SOUTH EAST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3475427,T20190004706,Finished,12/3/2019,No,Collision with vehicle,Monday,U TURN,No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,145.2847,-37.8271,Non-Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,3,2,0,0,2,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MAROONDAH,METROPOLITAN SOUTH EAST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3475428,T20190003831,Finished,27/2/2019,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,145.13226,-37.93561,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,3,3,0,0,3,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475429,T20190003833,Finished,27/2/2019,No,Collision with vehicle,Tuesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,145.28217,-38.10357,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,3,0,0,1,2,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,M,Arterial Highway,"Arterial Highway,Local Road",Metro,2019,0
3475430,T20190003835,Finished,27/2/2019,No,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,141.48749,-38.26307,Non-Intersection,GLENELG,SOUTH WESTERN REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,GLENELG,SOUTH WESTERN REGION,,Local Road,Local Road,Country,2019,0
3475431,T20190003840,Finished,27/2/2019,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,50 km/hr,No,144.40106,-38.0235,Intersection,GEELONG,SOUTH WESTERN REGION,2,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,SMALL_CITIES,SMALL_CITIES,GEELONG,SOUTH WESTERN REGION,,Local Road,Local Road,Country,2019,0
3475432,T20190003841,Finished,27/2/2019,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,70 km/hr,No,145.22481,-37.96296,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,Arterial Highway,"Arterial Highway,Local Road",Metro,2019,0
3475433,T20190003842,Finished,27/2/2019,Yes,collision with some other object,Tuesday,OUT OF CONTROL (OVERTAKING),No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,60 km/hr,Yes,145.00438,-37.95278,Non-Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3475434,T20190003847,Finished,15/2/2019,No,Struck Pedestrian,Friday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,No,Day,No,Not at intersection,Other injury accident,60 km/hr,No,144.96747,-37.80715,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3475435,T20190003852,Finished,27/2/2019,Yes,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,60 km/hr,No,144.88213,-37.82027,Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,3,3,0,0,3,0,2,1,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,,Arterial Highway,"Arterial Highway,Arterial Other",Metro,2019,0
3475436,T20190003854,Finished,27/2/2019,Yes,Collision with vehicle,Tuesday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,60 km/hr,No,145.05829,-37.75786,Non-Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,3,1,0,1,0,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,BANYULE,METROPOLITAN NORTH WEST REGION,,Arterial Highway,Arterial Highway,Metro,2019,0
3475437,T20190003864,Finished,23/2/2019,No,Collision with vehicle,Friday,LEFT TURN SIDESWIPE,No,Day,Yes,T intersection,Other injury accident,50 km/hr,No,144.34734,-38.1455,Intersection,GEELONG,SOUTH WESTERN REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,,Local Road,Local Road,Country,2019,0
3475438,T20190003867,Finished,28/2/2019,No,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,145.08797,-37.89425,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,Arterial Highway,"Arterial Highway,Local Road",Metro,2019,0
3475439,T20190003878,Finished,28/2/2019,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,143.84591,-37.56918,Intersection,BALLARAT,WESTERN REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BALLARAT,WESTERN REGION,C,Arterial Other,"Arterial Other,Local Road",Country,2019,0
3475440,T20190003881,Finished,28/2/2019,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.25962,-36.7573,Non-Intersection,BENDIGO,NORTHERN REGION,2,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BENDIGO,NORTHERN REGION,A,Arterial Highway,Arterial Highway,Country,2019,0
3475441,T20190004709,Finished,20/2/2019,No,Vehicle overturned (no collision),Tuesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,No,Not at intersection,Other injury accident,60 km/hr,No,144.33813,-36.75961,Off Road,BENDIGO,NORTHERN REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,BENDIGO,NORTHERN REGION,,,,Country,2019,0
3475442,T20190004714,Finished,12/3/2019,No,Collision with a fixed object,Monday,OUT OF CONTROL (OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,Yes,145.15511,-37.85293,Non-Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,,Arterial Highway,Arterial Highway,Metro,2019,0
3475443,T20190004718,Finished,12/3/2019,No,Collision with vehicle,Monday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.27908,-36.70973,Non-Intersection,BENDIGO,NORTHERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BENDIGO,NORTHERN REGION,,Local Road,Local Road,Country,2019,0
3475444,T20190004720,Finished,10/3/2019,No,Vehicle overturned (no collision),,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),No,Day,No,Not at intersection,Other injury accident,80 km/hr,No,145.9636,-37.33838,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,"MURRINDINDI,MURRINDINDI",NORTH EASTERN REGION,,Local Road,Local Road,Country,2019,0
3475445,T20190004722,Finished,12/3/2019,No,Collision with vehicle,Monday,RIGHT FAR (INTERSECTIONS ONLY),No,Day,No,T intersection,Other injury accident,Not known,No,144.9907,-37.77209,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3475446,T20190004723,Finished,12/3/2019,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,144.95752,-37.75466,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475447,T20190004725,Finished,10/3/2019,Yes,Collision with a fixed object,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60 km/hr,Yes,146.95049,-36.72861,Non-Intersection,ALPINE,NORTH EASTERN REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,TOWNS,TOWNS,ALPINE,NORTH EASTERN REGION,B,Arterial Highway,Arterial Highway,Country,2019,0
3475448,T20190004729,Finished,11/3/2019,Yes,Collision with vehicle,Sunday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,145.13996,-38.0439,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475449,T20190004730,Finished,9/3/2019,Yes,No collision and no object struck,Friday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Day,No,Not at intersection,Other injury accident,Camping grounds or off road,No,142.70403,-34.60647,Non-Intersection,SWAN HILL,NORTHERN REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,SWAN HILL,NORTHERN REGION,,Local Road,Local Road,Country,2019,0
3475450,T20190004731,Finished,12/3/2019,No,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,Yes,144.94857,-37.82672,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,M,Freeway,Freeway,Metro,2019,0
3475451,T20190004736,Finished,12/3/2019,No,Collision with vehicle,Monday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,145.48794,-38.10283,Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,4,1,0,0,1,3,2,2,0,2,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,C,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475452,T20190004739,Finished,12/3/2019,Yes,Struck Pedestrian,Monday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,No,145.34262,-37.90632,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,C,Arterial Other,Arterial Other,Metro,2019,0
3475453,T20190004741,Finished,12/3/2019,No,Collision with vehicle,Monday,RIGHT THROUGH,No,Day,Yes,T intersection,Serious injury accident,50 km/hr,No,145.19942,-37.95835,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475454,T20190003886,Finished,28/2/2019,No,Collision with vehicle,Wednesday,LEAVING PARKING,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,145.00189,-37.74506,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,3,2,0,0,2,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,Arterial Highway,Arterial Highway,Metro,2019,0
3475455,T20190003888,Finished,28/2/2019,No,Collision with vehicle,Wednesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,40 km/hr,Yes,145.03515,-37.82372,Non-Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3475456,T20190003889,Finished,28/2/2019,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,144.4252,-38.16477,Intersection,GEELONG,SOUTH WESTERN REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,,Local Road,Local Road,Country,2019,0
3475458,T20190003899,Finished,28/2/2019,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,144.94165,-37.77483,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2,2,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475459,T20190003900,Finished,11/2/2019,No,Collision with vehicle,Sunday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,No,Not at intersection,Other injury accident,60 km/hr,No,145.13796,-38.03811,Non-Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475460,T20190003901,Finished,27/2/2019,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,No,Cross intersection,Other injury accident,60 km/hr,No,145.03316,-37.79755,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475461,T20190003902,Finished,28/2/2019,No,Collision with vehicle,Wednesday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,Yes,T intersection,Serious injury accident,40 km/hr,No,144.99816,-37.82438,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,YARRA,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475462,T20190003906,Finished,28/2/2019,No,Collision with vehicle,Wednesday,LEFT THROUGH,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,144.95855,-37.74053,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,Arterial Highway,"Arterial Highway,Local Road",Metro,2019,0
