OBJECTID,Year,Value,sex
3473412,2018,0,0
3473412,2018,2,1
3473413,2018,0,0
3473413,2018,2,1
3473414,2018,2,0
3473414,2018,0,1
3473415,2018,3,0
3473415,2018,0,1
3473416,2018,1,0
3473416,2018,1,1
3473417,2018,0,0
3473417,2018,1,1
3473418,2018,1,0
3473418,2018,0,1
3473419,2018,0,0
3473419,2018,0,1
3473420,2018,3,0
3473420,2018,0,1
3473421,2018,0,0
3473421,2018,1,1
3473422,2018,0,0
3473422,2018,1,1
3473423,2018,2,0
3473423,2018,1,1
3473424,2018,3,0
3473424,2018,0,1
3473425,2018,1,0
3473425,2018,0,1
3473426,2018,0,0
3473426,2018,2,1
3473427,2018,0,0
3473427,2018,2,1
3473428,2018,0,0
3473428,2018,2,1
3473429,2018,1,0
3473429,2018,0,1
3473430,2018,1,0
3473430,2018,1,1
3473431,2018,2,0
3473431,2018,0,1
3473432,2018,0,0
3473432,2018,2,1
3473433,2018,0,0
3473433,2018,2,1
3473434,2018,1,0
3473434,2018,1,1
3473435,2018,1,0
3473435,2018,1,1
3473436,2018,3,0
3473436,2018,2,1
3473437,2018,1,0
3473437,2018,1,1
3473438,2018,1,0
3473438,2018,1,1
3473439,2018,1,0
3473439,2018,1,1
3473440,2018,1,0
3473440,2018,1,1
3473441,2018,7,0
3473441,2018,0,1
3473442,2018,1,0
3473442,2018,0,1
3473443,2018,0,0
3473443,2018,1,1
3473444,2018,1,0
3473444,2018,2,1
3473445,2018,1,0
3473445,2018,2,1
3473446,2018,4,0
3473446,2018,1,1
3473447,2018,1,0
3473447,2018,2,1
3473448,2018,1,0
3473448,2018,0,1
3473449,2018,3,0
3473449,2018,0,1
3473450,2018,3,0
3473450,2018,1,1
3473451,2018,1,0
3473451,2018,0,1
3473452,2018,1,0
3473452,2018,1,1
3473453,2018,0,0
3473453,2018,2,1
3473454,2018,1,0
3473454,2018,1,1
3473455,2018,2,0
3473455,2018,0,1
3473456,2018,3,0
3473456,2018,5,1
3473457,2018,1,0
3473457,2018,4,1
3473458,2018,2,0
3473458,2018,0,1
3473459,2018,1,0
3473459,2018,1,1
3473460,2018,0,0
3473460,2018,1,1
3473461,2018,2,0
3473461,2018,1,1
3473462,2018,1,0
3473462,2018,1,1
3473463,2018,1,0
3473463,2018,4,1
3473464,2018,0,0
3473464,2018,1,1
3473465,2018,1,0
3473465,2018,1,1
3473466,2018,1,0
3473466,2018,0,1
3473467,2018,1,0
3473467,2018,1,1
3473468,2018,1,0
3473468,2018,1,1
3473469,2018,1,0
3473469,2018,0,1
3473470,2018,1,0
3473470,2018,1,1
3473471,2018,1,0
3473471,2018,3,1
3473472,2018,3,0
3473472,2018,2,1
3473473,2018,1,0
3473473,2018,2,1
3473474,2018,0,0
3473474,2018,2,1
3473475,2018,1,0
3473475,2018,0,1
3473476,2018,1,0
3473476,2018,0,1
3473477,2018,1,0
3473477,2018,1,1
3473478,2018,0,0
3473478,2018,1,1
3473479,2018,0,0
3473479,2018,2,1
3473480,2018,1,0
3473480,2018,1,1
3473481,2018,3,0
3473481,2018,0,1
3473482,2018,3,0
3473482,2018,1,1
3473483,2018,1,0
3473483,2018,0,1
3473484,2018,0,0
3473484,2018,1,1
3473485,2018,2,0
3473485,2018,0,1
3473486,2018,2,0
3473486,2018,0,1
3473487,2018,0,0
3473487,2018,2,1
3473488,2018,2,0
3473488,2018,0,1
3473489,2018,0,0
3473489,2018,1,1
3473490,2018,0,0
3473490,2018,1,1
3473491,2018,1,0
3473491,2018,1,1
3473492,2018,1,0
3473492,2018,1,1
3473493,2018,1,0
3473493,2018,2,1
3473494,2018,1,0
3473494,2018,1,1
3473495,2018,1,0
3473495,2018,1,1
3473496,2018,1,0
3473496,2018,1,1
3473497,2018,1,0
3473497,2018,1,1
3473498,2018,2,0
3473498,2018,0,1
3473499,2018,1,0
3473499,2018,1,1
3473500,2018,1,0
3473500,2018,0,1
3473501,2018,1,0
3473501,2018,1,1
3473502,2018,3,0
3473502,2018,2,1
3473503,2018,1,0
3473503,2018,0,1
3473504,2018,3,0
3473504,2018,0,1
3473505,2018,1,0
3473505,2018,1,1
3473506,2018,1,0
3473506,2018,1,1
3473507,2018,1,0
3473507,2018,0,1
3473508,2018,2,0
3473508,2018,1,1
3473509,2018,2,0
3473509,2018,0,1
3473510,2018,1,0
3473510,2018,0,1
3473511,2018,1,0
3473511,2018,0,1
3473512,2018,0,0
3473512,2018,1,1
3473513,2018,2,0
3473513,2018,0,1
3473514,2018,0,0
3473514,2018,2,1
3473515,2018,2,0
3473515,2018,0,1
3473516,2018,3,0
3473516,2018,0,1
3473517,2018,2,0
3473517,2018,0,1
3473518,2018,1,0
3473518,2018,2,1
3473519,2018,3,0
3473519,2018,1,1
3473520,2018,2,0
3473520,2018,0,1
3473521,2018,1,0
3473521,2018,0,1
3473522,2018,1,0
3473522,2018,3,1
3473523,2018,1,0
3473523,2018,1,1
3473524,2018,1,0
3473524,2018,1,1
3473525,2018,2,0
3473525,2018,0,1
3473526,2018,1,0
3473526,2018,1,1
3473527,2018,1,0
3473527,2018,1,1
3473528,2018,3,0
3473528,2018,1,1
3473529,2018,2,0
3473529,2018,0,1
3473530,2018,1,0
3473530,2018,0,1
3473531,2018,1,0
3473531,2018,0,1
3473532,2018,1,0
3473532,2018,1,1
3473533,2018,1,0
3473533,2018,0,1
3473534,2018,1,0
3473534,2018,1,1
3473535,2018,1,0
3473535,2018,0,1
3473536,2018,1,0
3473536,2018,0,1
3473537,2018,1,0
3473537,2018,0,1
3473538,2018,5,0
3473538,2018,4,1
3473539,2018,1,0
3473539,2018,1,1
3473540,2018,0,0
3473540,2018,1,1
3473541,2018,0,0
3473541,2018,1,1
3473542,2018,2,0
3473542,2018,2,1
3473543,2018,1,0
3473543,2018,1,1
3473544,2018,2,0
3473544,2018,0,1
3473545,2018,2,0
3473545,2018,1,1
3473546,2018,1,0
3473546,2018,1,1
3473547,2018,1,0
3473547,2018,1,1
3473548,2018,2,0
3473548,2018,0,1
3473549,2018,1,0
3473549,2018,2,1
3473550,2018,1,0
3473550,2018,0,1
3473551,2018,1,0
3473551,2018,4,1
3473552,2018,0,0
3473552,2018,1,1
3473553,2018,3,0
3473553,2018,3,1
3473554,2018,2,0
3473554,2018,0,1
3473555,2018,2,0
3473555,2018,0,1
3473556,2018,0,0
3473556,2018,2,1
3473557,2018,1,0
3473557,2018,0,1
3473558,2018,1,0
3473558,2018,1,1
3473559,2018,1,0
3473559,2018,2,1
3473560,2018,1,0
3473560,2018,2,1
3473561,2018,2,0
3473561,2018,0,1
3473562,2018,2,0
3473562,2018,1,1
3473563,2018,2,0
3473563,2018,0,1
3473564,2018,2,0
3473564,2018,0,1
3473565,2018,2,0
3473565,2018,0,1
3473566,2018,2,0
3473566,2018,0,1
3473567,2018,1,0
3473567,2018,0,1
3473568,2018,1,0
3473568,2018,2,1
3473569,2018,1,0
3473569,2018,1,1
3473570,2018,1,0
3473570,2018,1,1
3473571,2018,1,0
3473571,2018,1,1
3473572,2018,1,0
3473572,2018,1,1
3473573,2018,2,0
3473573,2018,0,1
3473574,2018,0,0
3473574,2018,2,1
3473575,2018,2,0
3473575,2018,0,1
3473576,2018,0,0
3473576,2018,1,1
3473577,2018,2,0
3473577,2018,0,1
3473578,2018,1,0
3473578,2018,3,1
3473579,2018,4,0
3473579,2018,4,1
3473580,2018,1,0
3473580,2018,2,1
3473581,2018,2,0
3473581,2018,0,1
3473582,2018,0,0
3473582,2018,1,1
3473583,2018,0,0
3473583,2018,1,1
3473584,2018,1,0
3473584,2018,0,1
3473585,2018,2,0
3473585,2018,0,1
3473586,2018,1,0
3473586,2018,0,1
3473587,2018,2,0
3473587,2018,0,1
3473588,2018,1,0
3473588,2018,1,1
3473589,2018,1,0
3473589,2018,2,1
3473590,2018,1,0
3473590,2018,1,1
3473591,2018,1,0
3473591,2018,1,1
3473592,2018,1,0
3473592,2018,0,1
3473593,2018,1,0
3473593,2018,2,1
3473594,2018,1,0
3473594,2018,3,1
3473595,2018,1,0
3473595,2018,1,1
3473596,2018,1,0
3473596,2018,1,1
3473597,2018,1,0
3473597,2018,0,1
3473598,2018,2,0
3473598,2018,5,1
3473599,2018,0,0
3473599,2018,3,1
3473600,2018,1,0
3473600,2018,1,1
3473601,2018,1,0
3473601,2018,1,1
3473602,2018,1,0
3473602,2018,2,1
3473603,2018,1,0
3473603,2018,1,1
3473604,2018,1,0
3473604,2018,0,1
3473605,2018,1,0
3473605,2018,0,1
3473606,2018,2,0
3473606,2018,0,1
3473607,2018,2,0
3473607,2018,0,1
3473608,2018,1,0
3473608,2018,1,1
3473609,2018,3,0
3473609,2018,0,1
3473610,2018,0,0
3473610,2018,1,1
3473611,2018,1,0
3473611,2018,3,1
3473612,2018,4,0
3473612,2018,0,1
3473613,2018,2,0
3473613,2018,1,1
3473614,2018,1,0
3473614,2018,1,1
3473615,2018,2,0
3473615,2018,1,1
3473616,2018,2,0
3473616,2018,0,1
3473617,2018,2,0
3473617,2018,0,1
3473618,2018,2,0
3473618,2018,0,1
3473619,2018,1,0
3473619,2018,1,1
3473620,2018,2,0
3473620,2018,1,1
3473621,2018,2,0
3473621,2018,1,1
3473622,2018,2,0
3473622,2018,0,1
3473623,2018,0,0
3473623,2018,1,1
3473624,2018,0,0
3473624,2018,3,1
3473625,2018,1,0
3473625,2018,0,1
3473626,2018,2,0
3473626,2018,1,1
3473627,2018,1,0
3473627,2018,2,1
3473628,2018,1,0
3473628,2018,1,1
3473629,2018,1,0
3473629,2018,0,1
3473630,2018,0,0
3473630,2018,2,1
3473631,2018,1,0
3473631,2018,0,1
3473632,2018,1,0
3473632,2018,1,1
3473633,2018,0,0
3473633,2018,1,1
3473634,2018,4,0
3473634,2018,0,1
3473635,2018,0,0
3473635,2018,2,1
3473636,2018,1,0
3473636,2018,1,1
3473637,2018,1,0
3473637,2018,1,1
3473638,2018,2,0
3473638,2018,2,1
3473639,2018,2,0
3473639,2018,0,1
3473640,2018,4,0
3473640,2018,0,1
3473641,2018,0,0
3473641,2018,1,1
3473642,2018,2,0
3473642,2018,3,1
3473643,2018,0,0
3473643,2018,1,1
3473644,2018,2,0
3473644,2018,0,1
3473645,2018,2,0
3473645,2018,0,1
3473646,2018,1,0
3473646,2018,1,1
3473647,2018,5,0
3473647,2018,4,1
3473648,2018,1,0
3473648,2018,0,1
3473649,2018,0,0
3473649,2018,2,1
3473650,2018,1,0
3473650,2018,0,1
3473651,2018,1,0
3473651,2018,0,1
3473652,2018,2,0
3473652,2018,0,1
3473653,2018,3,0
3473653,2018,3,1
3473654,2018,2,0
3473654,2018,1,1
3473655,2018,0,0
3473655,2018,2,1
3473656,2018,2,0
3473656,2018,1,1
3473657,2018,1,0
3473657,2018,0,1
3473658,2018,2,0
3473658,2018,0,1
3473659,2018,1,0
3473659,2018,1,1
3473660,2018,0,0
3473660,2018,2,1
3473661,2018,1,0
3473661,2018,1,1
3473662,2018,2,0
3473662,2018,0,1
3473663,2018,1,0
3473663,2018,0,1
3473664,2018,1,0
3473664,2018,1,1
3473665,2018,1,0
3473665,2018,0,1
3473666,2018,1,0
3473666,2018,0,1
3473667,2018,1,0
3473667,2018,0,1
3473668,2018,0,0
3473668,2018,1,1
3473669,2018,2,0
3473669,2018,0,1
3473670,2018,1,0
3473670,2018,0,1
3473671,2018,1,0
3473671,2018,2,1
3473672,2018,2,0
3473672,2018,0,1
3473673,2018,0,0
3473673,2018,1,1
3473674,2018,2,0
3473674,2018,0,1
3473675,2018,1,0
3473675,2018,1,1
3473676,2018,0,0
3473676,2018,1,1
3473677,2018,0,0
3473677,2018,1,1
3473678,2018,0,0
3473678,2018,2,1
3473679,2018,2,0
3473679,2018,0,1
3473680,2018,1,0
3473680,2018,1,1
3473681,2018,2,0
3473681,2018,1,1
3473682,2018,1,0
3473682,2018,0,1
3473683,2018,1,0
3473683,2018,1,1
3473684,2018,1,0
3473684,2018,1,1
3473685,2018,1,0
3473685,2018,3,1
3473686,2018,0,0
3473686,2018,1,1
3473687,2018,1,0
3473687,2018,3,1
3473688,2018,0,0
3473688,2018,1,1
3473689,2018,0,0
3473689,2018,1,1
3473690,2018,0,0
3473690,2018,2,1
3473691,2018,1,0
3473691,2018,1,1
3473692,2018,1,0
3473692,2018,0,1
3473693,2018,1,0
3473693,2018,1,1
3473694,2018,1,0
3473694,2018,1,1
3473695,2018,1,0
3473695,2018,0,1
3473696,2018,1,0
3473696,2018,1,1
3473697,2018,2,0
3473697,2018,2,1
3473698,2018,0,0
3473698,2018,2,1
3473699,2018,0,0
3473699,2018,2,1
3473700,2018,1,0
3473700,2018,0,1
3473701,2018,3,0
3473701,2018,0,1
3473702,2018,0,0
3473702,2018,2,1
3473703,2018,1,0
3473703,2018,1,1
3473704,2018,1,0
3473704,2018,0,1
3473705,2018,1,0
3473705,2018,1,1
3473706,2018,1,0
3473706,2018,0,1
3473707,2018,2,0
3473707,2018,0,1
3473708,2018,2,0
3473708,2018,2,1
3473709,2018,2,0
3473709,2018,1,1
3473710,2018,0,0
3473710,2018,1,1
3473711,2018,2,0
3473711,2018,0,1
3473712,2018,1,0
3473712,2018,0,1
3473713,2018,0,0
3473713,2018,2,1
3473714,2018,2,0
3473714,2018,0,1
3473715,2018,0,0
3473715,2018,2,1
3473716,2018,2,0
3473716,2018,5,1
3473717,2018,0,0
3473717,2018,2,1
3473718,2018,0,0
3473718,2018,1,1
3473719,2018,5,0
3473719,2018,1,1
3473720,2018,1,0
3473720,2018,1,1
3473721,2018,1,0
3473721,2018,1,1
3473722,2018,0,0
3473722,2018,1,1
3473723,2018,1,0
3473723,2018,0,1
3473724,2018,0,0
3473724,2018,1,1
3473725,2018,1,0
3473725,2018,1,1
3473726,2018,2,0
3473726,2018,1,1
3473727,2018,1,0
3473727,2018,0,1
3473728,2018,1,0
3473728,2018,0,1
3473729,2018,2,0
3473729,2018,0,1
3473730,2018,1,0
3473730,2018,2,1
3473731,2018,1,0
3473731,2018,1,1
3473732,2018,1,0
3473732,2018,0,1
3473733,2018,1,0
3473733,2018,0,1
3473734,2018,1,0
3473734,2018,0,1
3473735,2018,2,0
3473735,2018,0,1
3473736,2018,0,0
3473736,2018,3,1
3473737,2018,1,0
3473737,2018,0,1
3473738,2018,2,0
3473738,2018,1,1
3473739,2018,0,0
3473739,2018,2,1
3473740,2018,2,0
3473740,2018,1,1
3473741,2018,2,0
3473741,2018,3,1
3473742,2018,1,0
3473742,2018,0,1
3473743,2018,2,0
3473743,2018,0,1
3473744,2018,2,0
3473744,2018,2,1
3473745,2018,0,0
3473745,2018,4,1
3473746,2018,1,0
3473746,2018,1,1
3473747,2018,2,0
3473747,2018,1,1
3473748,2018,1,0
3473748,2018,0,1
3473749,2018,1,0
3473749,2018,2,1
3473750,2018,0,0
3473750,2018,2,1
3473751,2018,2,0
3473751,2018,2,1
3473752,2018,1,0
3473752,2018,0,1
3473753,2018,1,0
3473753,2018,0,1
3473754,2018,2,0
3473754,2018,0,1
3473755,2018,3,0
3473755,2018,1,1
3473756,2018,1,0
3473756,2018,0,1
3473757,2018,2,0
3473757,2018,0,1
3473758,2018,1,0
3473758,2018,1,1
3473759,2018,0,0
3473759,2018,1,1
3473760,2018,1,0
3473760,2018,1,1
3473761,2018,5,0
3473761,2018,1,1
3473762,2018,3,0
3473762,2018,6,1
3473763,2018,2,0
3473763,2018,0,1
3473764,2018,2,0
3473764,2018,1,1
3473765,2018,2,0
3473765,2018,0,1
3473766,2018,1,0
3473766,2018,0,1
3473767,2018,0,0
3473767,2018,2,1
3473768,2018,2,0
3473768,2018,0,1
3473769,2018,2,0
3473769,2018,0,1
3473770,2018,1,0
3473770,2018,2,1
3473771,2018,2,0
3473771,2018,1,1
3473772,2018,1,0
3473772,2018,0,1
3473773,2018,0,0
3473773,2018,3,1
3473774,2018,1,0
3473774,2018,3,1
3473775,2018,1,0
3473775,2018,1,1
3473776,2018,1,0
3473776,2018,1,1
3473777,2018,2,0
3473777,2018,0,1
3473778,2018,3,0
3473778,2018,3,1
3473779,2018,1,0
3473779,2018,1,1
3473780,2018,0,0
3473780,2018,1,1
3473781,2018,2,0
3473781,2018,0,1
3473782,2018,2,0
3473782,2018,0,1
3473783,2018,2,0
3473783,2018,0,1
3473784,2018,1,0
3473784,2018,0,1
3473785,2019,2,0
3473785,2019,1,1
3473786,2019,1,0
3473786,2019,0,1
3473787,2019,1,0
3473787,2019,0,1
3473788,2019,0,0
3473788,2019,1,1
3473789,2019,1,0
3473789,2019,1,1
3473790,2019,1,0
3473790,2019,0,1
3473791,2019,1,0
3473791,2019,1,1
3473792,2019,2,0
3473792,2019,0,1
3473793,2019,0,0
3473793,2019,3,1
3473794,2019,1,0
3473794,2019,1,1
3473795,2019,5,0
3473795,2019,3,1
3473796,2019,0,0
3473796,2019,2,1
3473797,2019,1,0
3473797,2019,1,1
3473798,2019,1,0
3473798,2019,0,1
3473799,2019,1,0
3473799,2019,1,1
3473800,2019,0,0
3473800,2019,1,1
3473801,2019,0,0
3473801,2019,1,1
3473802,2019,1,0
3473802,2019,1,1
3473803,2019,2,0
3473803,2019,1,1
3473804,2019,3,0
3473804,2019,2,1
3473805,2019,1,0
3473805,2019,3,1
3473806,2019,0,0
3473806,2019,2,1
3473807,2019,0,0
3473807,2019,2,1
3473808,2019,1,0
3473808,2019,2,1
3473809,2019,3,0
3473809,2019,0,1
3473810,2019,1,0
3473810,2019,4,1
3473811,2018,1,0
3473811,2018,0,1
3473812,2018,2,0
3473812,2018,3,1
3473813,2018,2,0
3473813,2018,2,1
3473814,2018,1,0
3473814,2018,1,1
3473815,2018,0,0
3473815,2018,2,1
3473816,2018,1,0
3473816,2018,1,1
3473817,2018,2,0
3473817,2018,1,1
3473818,2018,6,0
3473818,2018,0,1
3473819,2018,0,0
3473819,2018,2,1
3473820,2018,2,0
3473820,2018,0,1
3473821,2018,2,0
3473821,2018,3,1
3473822,2018,1,0
3473822,2018,0,1
3473823,2018,1,0
3473823,2018,2,1
3473824,2018,1,0
3473824,2018,1,1
3473825,2018,1,0
3473825,2018,1,1
3473826,2018,1,0
3473826,2018,1,1
3473827,2018,2,0
3473827,2018,1,1
3473828,2018,1,0
3473828,2018,0,1
3473829,2018,0,0
3473829,2018,1,1
3473830,2018,2,0
3473830,2018,2,1
3473831,2018,3,0
3473831,2018,1,1
3473832,2018,2,0
3473832,2018,0,1
3473833,2018,2,0
3473833,2018,1,1
3473834,2018,1,0
3473834,2018,1,1
3473835,2018,2,0
3473835,2018,1,1
3473836,2018,3,0
3473836,2018,0,1
3473837,2019,1,0
3473837,2019,2,1
3473838,2019,0,0
3473838,2019,2,1
3473839,2019,2,0
3473839,2019,2,1
3473840,2019,2,0
3473840,2019,3,1
3473841,2019,0,0
3473841,2019,1,1
3473842,2019,1,0
3473842,2019,0,1
3473843,2019,2,0
3473843,2019,3,1
3473844,2018,2,0
3473844,2018,0,1
3473845,2018,0,0
3473845,2018,0,1
3473846,2019,1,0
3473846,2019,1,1
3473847,2019,1,0
3473847,2019,1,1
3473848,2019,0,0
3473848,2019,1,1
3473849,2018,2,0
3473849,2018,1,1
3473850,2019,3,0
3473850,2019,1,1
3473851,2019,1,0
3473851,2019,2,1
3473852,2019,2,0
3473852,2019,0,1
3473853,2019,1,0
3473853,2019,1,1
3473854,2019,1,0
3473854,2019,1,1
3473855,2019,1,0
3473855,2019,1,1
3473856,2019,0,0
3473856,2019,2,1
3473857,2019,2,0
3473857,2019,1,1
3473858,2019,0,0
3473858,2019,1,1
3473859,2019,0,0
3473859,2019,1,1
3473860,2019,2,0
3473860,2019,0,1
3473861,2019,0,0
3473861,2019,3,1
3473862,2019,5,0
3473862,2019,1,1
3473863,2019,1,0
3473863,2019,0,1
3473864,2018,2,0
3473864,2018,1,1
3473865,2018,2,0
3473865,2018,1,1
3473866,2018,1,0
3473866,2018,0,1
3473867,2018,2,0
3473867,2018,2,1
3473868,2018,1,0
3473868,2018,1,1
3473869,2018,2,0
3473869,2018,0,1
3473870,2018,2,0
3473870,2018,0,1
3473871,2018,1,0
3473871,2018,1,1
3473872,2018,1,0
3473872,2018,0,1
3473873,2018,3,0
3473873,2018,2,1
3473874,2018,1,0
3473874,2018,0,1
3473875,2018,1,0
3473875,2018,1,1
3473876,2018,3,0
3473876,2018,1,1
3473877,2018,2,0
3473877,2018,0,1
3473878,2018,1,0
3473878,2018,0,1
3473879,2018,0,0
3473879,2018,1,1
3473880,2018,2,0
3473880,2018,1,1
3473881,2018,1,0
3473881,2018,1,1
3473882,2018,1,0
3473882,2018,0,1
3473883,2018,2,0
3473883,2018,3,1
3473884,2018,1,0
3473884,2018,0,1
3473885,2018,3,0
3473885,2018,0,1
3473886,2018,1,0
3473886,2018,2,1
3473887,2018,1,0
3473887,2018,1,1
3473888,2018,1,0
3473888,2018,0,1
3473889,2018,1,0
3473889,2018,1,1
3473890,2019,1,0
3473890,2019,1,1
3473891,2018,1,0
3473891,2018,1,1
3473892,2019,1,0
3473892,2019,1,1
3473893,2019,0,0
3473893,2019,2,1
3473894,2019,1,0
3473894,2019,0,1
3473895,2019,1,0
3473895,2019,0,1
3473896,2019,2,0
3473896,2019,0,1
3473897,2019,1,0
3473897,2019,0,1
3473898,2019,0,0
3473898,2019,1,1
3473899,2018,1,0
3473899,2018,1,1
3473900,2019,0,0
3473900,2019,4,1
3473901,2019,2,0
3473901,2019,2,1
3473902,2019,1,0
3473902,2019,1,1
3473903,2019,5,0
3473903,2019,4,1
3473904,2019,2,0
3473904,2019,0,1
3473905,2019,2,0
3473905,2019,0,1
3473906,2019,2,0
3473906,2019,1,1
3473907,2019,1,0
3473907,2019,1,1
3473908,2019,3,0
3473908,2019,0,1
3473909,2018,2,0
3473909,2018,0,1
3473910,2019,1,0
3473910,2019,1,1
3473911,2019,1,0
3473911,2019,1,1
3473912,2019,2,0
3473912,2019,0,1
3473913,2019,2,0
3473913,2019,4,1
3473914,2019,1,0
3473914,2019,2,1
3473915,2019,2,0
3473915,2019,0,1
3473916,2019,2,0
3473916,2019,0,1
3473917,2018,2,0
3473917,2018,1,1
3473918,2018,1,0
3473918,2018,1,1
3473919,2018,2,0
3473919,2018,1,1
3473920,2018,2,0
3473920,2018,0,1
3473921,2018,1,0
3473921,2018,1,1
3473922,2018,0,0
3473922,2018,1,1
3473923,2018,1,0
3473923,2018,1,1
3473924,2018,1,0
3473924,2018,0,1
3473925,2018,0,0
3473925,2018,1,1
3473926,2018,0,0
3473926,2018,2,1
3473927,2018,1,0
3473927,2018,1,1
3473928,2018,2,0
3473928,2018,0,1
3473929,2018,0,0
3473929,2018,1,1
3473930,2018,3,0
3473930,2018,1,1
3473931,2018,2,0
3473931,2018,1,1
3473932,2018,1,0
3473932,2018,0,1
3473933,2018,2,0
3473933,2018,1,1
3473934,2018,1,0
3473934,2018,1,1
3473935,2018,2,0
3473935,2018,0,1
3473936,2018,3,0
3473936,2018,5,1
3473937,2018,2,0
3473937,2018,0,1
3473938,2018,4,0
3473938,2018,2,1
3473939,2018,3,0
3473939,2018,1,1
3473940,2018,1,0
3473940,2018,1,1
3473941,2018,1,0
3473941,2018,1,1
3473942,2018,1,0
3473942,2018,2,1
3473943,2019,1,0
3473943,2019,1,1
3473944,2019,5,0
3473944,2019,0,1
3473945,2019,2,0
3473945,2019,0,1
3473946,2019,0,0
3473946,2019,1,1
3473947,2019,2,0
3473947,2019,2,1
3473948,2018,2,0
3473948,2018,0,1
3473949,2019,1,0
3473949,2019,1,1
3473950,2019,1,0
3473950,2019,0,1
3473951,2019,2,0
3473951,2019,0,1
3473952,2019,1,0
3473952,2019,1,1
3473953,2019,1,0
3473953,2019,1,1
3473954,2018,1,0
3473954,2018,1,1
3473955,2019,0,0
3473955,2019,2,1
3473956,2019,0,0
3473956,2019,1,1
3473957,2019,1,0
3473957,2019,0,1
3473958,2018,0,0
3473958,2018,1,1
3473959,2019,1,0
3473959,2019,1,1
3473960,2019,3,0
3473960,2019,0,1
3473961,2019,2,0
3473961,2019,0,1
3473962,2019,2,0
3473962,2019,0,1
3473963,2019,2,0
3473963,2019,0,1
3473964,2019,1,0
3473964,2019,1,1
3473965,2019,0,0
3473965,2019,3,1
3473966,2019,0,0
3473966,2019,3,1
3473967,2019,2,0
3473967,2019,1,1
3473968,2019,2,0
3473968,2019,0,1
3473969,2018,2,0
3473969,2018,3,1
3473970,2018,0,0
3473970,2018,1,1
3473971,2018,2,0
3473971,2018,0,1
3473972,2018,2,0
3473972,2018,1,1
3473973,2018,1,0
3473973,2018,1,1
3473974,2018,1,0
3473974,2018,1,1
3473975,2018,0,0
3473975,2018,1,1
3473976,2018,1,0
3473976,2018,1,1
3473977,2018,2,0
3473977,2018,1,1
3473978,2018,2,0
3473978,2018,1,1
3473979,2018,1,0
3473979,2018,1,1
3473980,2018,1,0
3473980,2018,1,1
3473981,2018,2,0
3473981,2018,0,1
3473982,2018,1,0
3473982,2018,0,1
3473983,2018,2,0
3473983,2018,0,1
3473984,2018,1,0
3473984,2018,1,1
3473985,2018,2,0
3473985,2018,1,1
3473986,2018,3,0
3473986,2018,0,1
3473987,2018,1,0
3473987,2018,0,1
3473988,2018,0,0
3473988,2018,1,1
3473989,2018,1,0
3473989,2018,0,1
3473990,2018,1,0
3473990,2018,0,1
3473991,2018,3,0
3473991,2018,1,1
3473992,2018,1,0
3473992,2018,0,1
3473993,2018,1,0
3473993,2018,0,1
3473994,2018,0,0
3473994,2018,1,1
3473995,2018,1,0
3473995,2018,2,1
3473996,2019,1,0
3473996,2019,1,1
3473997,2019,2,0
3473997,2019,0,1
3473998,2019,1,0
3473998,2019,4,1
3473999,2019,1,0
3473999,2019,2,1
3474000,2019,0,0
3474000,2019,1,1
3474001,2019,1,0
3474001,2019,0,1
3474002,2019,1,0
3474002,2019,1,1
3474003,2019,3,0
3474003,2019,1,1
3474004,2019,2,0
3474004,2019,0,1
3474005,2019,0,0
3474005,2019,2,1
3474006,2019,0,0
3474006,2019,3,1
3474007,2019,1,0
3474007,2019,0,1
3474008,2018,1,0
3474008,2018,0,1
3474009,2019,1,0
3474009,2019,1,1
3474010,2019,2,0
3474010,2019,0,1
3474011,2019,1,0
3474011,2019,0,1
3474012,2019,1,0
3474012,2019,0,1
3474013,2019,1,0
3474013,2019,1,1
3474014,2019,2,0
3474014,2019,0,1
3474015,2019,2,0
3474015,2019,0,1
3474016,2019,4,0
3474016,2019,1,1
3474017,2019,0,0
3474017,2019,1,1
3474018,2019,1,0
3474018,2019,1,1
3474019,2019,0,0
3474019,2019,1,1
3474020,2019,2,0
3474020,2019,0,1
3474021,2019,0,0
3474021,2019,1,1
3474022,2018,3,0
3474022,2018,1,1
3474023,2018,0,0
3474023,2018,1,1
3474024,2018,1,0
3474024,2018,0,1
3474025,2018,0,0
3474025,2018,1,1
3474026,2018,1,0
3474026,2018,1,1
3474027,2018,2,0
3474027,2018,1,1
3474028,2018,0,0
3474028,2018,2,1
3474029,2018,3,0
3474029,2018,0,1
3474030,2018,2,0
3474030,2018,0,1
3474031,2018,1,0
3474031,2018,1,1
3474032,2018,2,0
3474032,2018,0,1
3474033,2018,1,0
3474033,2018,3,1
3474034,2018,1,0
3474034,2018,1,1
3474035,2018,1,0
3474035,2018,3,1
3474036,2018,1,0
3474036,2018,0,1
3474037,2018,1,0
3474037,2018,0,1
3474038,2018,1,0
3474038,2018,1,1
3474039,2018,1,0
3474039,2018,1,1
3474040,2018,1,0
3474040,2018,0,1
3474041,2018,0,0
3474041,2018,2,1
3474042,2018,2,0
3474042,2018,1,1
3474043,2018,2,0
3474043,2018,1,1
3474044,2018,1,0
3474044,2018,3,1
3474045,2018,2,0
3474045,2018,0,1
3474046,2018,3,0
3474046,2018,2,1
3474047,2018,1,0
